64
560,400,40,80
600,400,40,80
640,400,40,80
680,400,40,80
480,360,40,80
480,440,40,80
520,360,40,80
520,440,40,80
720,360,40,80
720,440,40,80
760,360,40,80
760,440,40,80
400,320,40,80
400,400,40,80
400,480,40,80
440,320,40,80
440,400,40,80
440,480,40,80
800,320,40,80
800,400,40,80
800,480,40,80
840,320,40,80
840,400,40,80
840,480,40,80
320,280,40,80
320,360,40,80
320,440,40,80
320,520,40,80
360,280,40,80
360,360,40,80
360,440,40,80
360,520,40,80
880,280,40,80
880,360,40,80
880,440,40,80
880,520,40,80
920,280,40,80
920,360,40,80
920,440,40,80
920,520,40,80
240,200,40,80
240,280,40,80
240,360,40,80
240,440,40,80
240,520,40,80
240,600,40,80
280,200,40,80
280,280,40,80
280,360,40,80
280,440,40,80
280,520,40,80
280,600,40,80
960,200,40,80
960,280,40,80
960,360,40,80
960,440,40,80
960,520,40,80
960,600,40,80
1000,200,40,80
1000,280,40,80
1000,360,40,80
1000,440,40,80
1000,520,40,80
1000,600,40,80
