65
400,640,80,40
480,640,80,40
560,640,80,40
640,640,80,40
720,640,80,40
800,640,80,40
880,640,80,40
400,160,80,40
480,160,80,40
560,160,80,40
640,160,80,40
720,160,80,40
800,160,80,40
880,160,80,40
440,600,80,40
520,600,80,40
600,600,80,40
680,600,80,40
760,600,80,40
840,600,80,40
440,200,80,40
520,200,80,40
600,200,80,40
680,200,80,40
760,200,80,40
840,200,80,40
480,560,80,40
560,560,80,40
640,560,80,40
720,560,80,40
800,560,80,40
480,240,80,40
560,240,80,40
640,240,80,40
720,240,80,40
800,240,80,40
520,520,80,40
600,520,80,40
680,520,80,40
760,520,80,40
520,280,80,40
600,280,80,40
680,280,80,40
760,280,80,40
560,480,80,40
640,480,80,40
720,480,80,40
560,320,80,40
640,320,80,40
720,320,80,40
600,440,80,40
680,440,80,40
600,360,80,40
680,360,80,40
640,400,80,40
200,440,80,40
280,440,80,40
240,400,80,40
200,360,80,40
280,360,80,40
1120,400,80,40
1080,440,80,40
1080,360,80,40
1160,440,80,40
1160,360,80,40
