189
600,640,80,40
520,640,80,40
440,640,80,40
680,640,80,40
760,640,80,40
480,600,80,40
560,600,80,40
640,600,80,40
720,600,80,40
520,560,80,40
600,560,80,40
680,560,80,40
560,520,80,40
640,520,80,40
600,480,80,40
600,440,80,40
560,400,80,40
640,400,80,40
400,620,80,20
380,540,20,100
400,540,80,20
480,540,80,20
800,620,80,20
880,540,20,100
800,540,80,20
720,540,80,20
40,240,20,20
50,220,20,20
60,200,20,20
80,200,20,20
50,260,20,20
60,280,20,20
80,280,20,20
440,200,20,20
440,220,20,20
440,240,20,20
450,260,20,20
460,280,20,20
480,280,20,20
490,260,20,20
500,240,20,20
500,220,20,20
500,200,20,20
460,220,20,20
480,220,20,20
850,280,20,20
870,280,20,20
890,280,20,20
870,260,20,20
870,240,20,20
870,220,20,20
870,200,20,20
110,220,20,20
120,200,20,20
140,200,20,20
150,220,20,20
110,240,20,20
110,260,20,20
120,280,20,20
150,240,20,20
150,260,20,20
140,280,20,20
530,280,20,20
550,280,20,20
570,280,20,20
550,260,20,20
550,240,20,20
550,220,20,20
550,200,20,20
920,280,20,20
920,260,20,20
920,240,20,20
920,220,20,20
920,200,20,20
180,200,20,20
180,220,20,20
180,240,20,20
180,260,20,20
180,280,20,20
200,260,20,20
210,240,20,20
230,220,20,20
250,200,20,20
250,220,20,20
250,240,20,20
250,260,20,20
250,280,20,20
600,280,20,20
600,260,20,20
600,240,20,20
600,220,20,20
620,200,20,20
640,200,20,20
660,220,20,20
660,240,20,20
660,260,20,20
660,280,20,20
950,220,20,20
960,200,20,20
980,200,20,20
990,220,20,20
950,240,20,20
950,260,20,20
980,280,20,20
990,240,20,20
990,260,20,20
960,280,20,20
280,220,20,20
280,240,20,20
280,260,20,20
290,280,20,20
310,280,20,20
290,200,20,20
310,200,20,20
330,220,20,20
330,240,20,20
310,240,20,20
690,200,20,20
690,220,20,20
690,240,20,20
690,260,20,20
690,280,20,20
710,200,20,20
730,200,20,20
1020,200,20,20
1020,220,20,20
1020,240,20,20
1020,260,20,20
1020,280,20,20
1040,260,20,20
1050,240,20,20
1070,220,20,20
1090,200,20,20
1090,220,20,20
1090,240,20,20
1090,260,20,20
1090,280,20,20
360,200,20,20
360,220,20,20
360,240,20,20
360,260,20,20
360,280,20,20
380,280,20,20
400,260,20,20
380,240,20,20
400,220,20,20
410,200,20,20
760,200,20,20
760,220,20,20
760,240,20,20
770,260,20,20
780,280,20,20
800,280,20,20
810,260,20,20
820,240,20,20
820,220,20,20
820,200,20,20
780,220,20,20
800,220,20,20
1160,280,20,20
1140,280,20,20
1120,260,20,20
1120,240,20,20
1140,240,20,20
1160,220,20,20
1140,200,20,20
1120,200,20,20
270,440,40,40
280,480,20,20
270,500,40,40
250,540,40,40
290,540,40,40
230,570,20,10
220,540,10,40
230,540,20,10
330,570,20,10
350,540,10,40
330,540,20,10
970,440,40,40
980,480,20,20
970,500,40,40
950,540,40,40
990,540,40,40
930,570,20,10
920,540,10,40
930,540,20,10
1030,570,20,10
1050,540,10,40
1030,540,20,10
