52
640,640,80,40
600,600,80,40
560,560,80,40
520,520,80,40
480,480,80,40
320,480,80,40
280,520,80,40
360,520,80,40
320,560,80,40
440,440,80,40
480,400,80,40
520,360,80,40
560,320,80,40
600,280,80,40
320,400,80,40
280,360,80,40
360,360,80,40
320,320,80,40
640,240,80,40
680,280,80,40
720,320,80,40
760,360,80,40
800,400,80,40
960,320,80,40
920,360,80,40
1000,360,80,40
960,400,80,40
840,440,80,40
800,480,80,40
760,520,80,40
720,560,80,40
680,600,80,40
960,480,80,40
920,520,80,40
1000,520,80,40
960,560,80,40
640,560,80,40
600,520,80,40
680,520,80,40
560,480,80,40
720,480,80,40
520,440,80,40
760,440,80,40
560,400,80,40
720,400,80,40
600,360,80,40
680,360,80,40
640,320,80,40
640,480,80,40
600,440,80,40
680,440,80,40
640,400,80,40
