61
640,620,10,20
635,640,10,20
630,660,10,20
710,620,10,20
715,640,10,20
720,660,10,20
680,580,40,40
640,580,40,40
620,540,40,40
660,540,40,40
700,540,40,40
440,440,80,20
360,440,80,20
340,440,20,80
360,360,80,20
280,360,80,20
440,260,80,20
360,260,80,20
340,200,20,80
840,260,80,20
920,260,80,20
1000,200,20,80
920,360,80,20
1000,360,80,20
840,440,80,20
920,440,80,20
1000,440,20,80
640,460,80,40
560,380,80,40
720,380,80,40
560,300,80,40
720,300,80,40
640,220,80,40
600,500,80,40
680,500,80,40
560,460,80,40
720,460,80,40
520,420,80,40
600,420,80,40
680,420,80,40
760,420,80,40
480,380,80,40
640,380,80,40
800,380,80,40
440,340,80,40
520,340,80,40
600,340,80,40
680,340,80,40
760,340,80,40
840,340,80,40
480,300,80,40
640,300,80,40
800,300,80,40
520,260,80,40
600,260,80,40
680,260,80,40
760,260,80,40
560,220,80,40
720,220,80,40
600,180,80,40
680,180,80,40	
